mmsi,vessel_code,vessel_name,imo,call_sign,l,w,draft,cargo,vessel_group
369990229,1018,CG29229,,,,8.84000015258789,,,publicService
369990313,1018,CG29313,,,,8.84000015258789,,,publicService
538007520,1018,DSSV PRESSURE DROP,IMO8833867,V7SV6,38.0,68.27999877929689,13.1000003814697,4.59999990463257,publicService
211465320,1019,SU AN,,DF5510,,,,,pleasure
211764000,1019,NAUTA D,,DLAD,,16.1499996185303,,,pleasure
233217000,1019,ST EVAL,IMO5070127,GTSF,,34.4500007629395,7.349999904632571,3.70000004768372,pleasure
235055089,1019,AFTER EIGHT,IMO9457787,MRZF3,,46.0,9.39000034332275,2.09999990463257,pleasure
235070185,1019,NEREIDA,,2BXJ7,,,,,pleasure
235082858,1019,SPIRIT OF ENDEAVOUR,,2DXT6,,,,,pleasure
303454000,1019,DAEDALUS,,WDC6227,,39.6500015258789,,,pleasure
303505000,1019,STARLIGHT EXPRESS,,WDC7913,,14.4200000762939,4.5,,pleasure
303639000,1019,ALLIANCE,,WBV3784,,35.4199981689453,7.900000095367429,,pleasure
303671000,1019,SUMMER WIND,,WDD2258,,25.0200004577637,6.400000095367429,,pleasure
316001308,1019,MOON DANCE,,,,,,,pleasure
316001331,1019,151 WATER STREET,,,30.0,44.9900016784668,8.52999973297119,4,pleasure
316001461,1019,TEMERAIRE IV,,,,12.279999732971199,4.150000095367431,,pleasure
316001487,1019,PACIFIC SWIFT,,CFC2233,,23.260000228881804,6.19000005722046,,pleasure
316001670,1019,NOVA SPIRIT,IMO8980294,VCJF,,40.6399993896484,9.14000034332275,2.09999990463257,pleasure
316002665,1019,SEA MAJOR I,,CFG7475,37.0,15.0900001525879,5.09000015258789,2.29999995231628,pleasure
316002704,1019,GIRAFFE,,CFG7349,,19.8099994659424,,,pleasure
316002977,1019,PACIFIC GRACE,,CFG7691,,27.600000381469698,6.800000190734861,,pleasure
316003336,1019,KOTUKU,,CFK9396,,10.0600004196167,3.3499999046325697,,pleasure
316003977,1019,TIGER LILY,,,,15.470000267028801,4.8600001335144,,pleasure
316005178,1019,AKUBI,,,,,,,pleasure
316005925,1019,RESONANCE,,CFL2883,,14.3299999237061,4.71999979019165,,pleasure
316005954,1019,TOMHARA,,CFN5520,,,,,pleasure
316006246,1019,NIMPKISH II,,VG4333,,17.1000003814697,5.05999994277954,,pleasure
316007017,1019,SEABOUND II,,,,,,,pleasure
316007194,1019,SEASCAPE,,CFC7606,,12.0699996948242,3.72000002861023,,pleasure
316007566,1019,PORT FRASER,,CZ3230,,11.220000267028801,3.8099999427795397,1.5,pleasure
316007781,1019,SERENITY NOW,,,,19.6900005340576,6.099999904632571,,pleasure
316007835,1019,CELESTEEL,,,36.0,18.8099994659424,4.96999979019165,2.70000004768372,pleasure
316008039,1019,WINESK,,VG9188,,12.3100004196167,4.71999979019165,,pleasure
316008333,1019,PACIFIC SAPPHIRE,,CFN5443,,12.1899995803833,4.57000017166138,,pleasure
316008459,1019,PLEAIDES II,,,,,,,pleasure
316008627,1019,DUE NORTH,,,,11.1700000762939,4.2199997901916495,,pleasure
316008751,1019,FIVE C'S II,,,,15.6800003051758,4.88000011444092,,pleasure
316009168,1019,AMISKWI,,CFN6114,,11.8000001907349,,,pleasure
316009169,1019,LUNA SEAS,,,,12.0100002288818,4.07999992370605,,pleasure
316009192,1019,XXIV VII,,,,12.1700000762939,3.8099999427795397,,pleasure
316010312,1019,RAMPART,,CFK9385,,,,,pleasure
316010421,1019,NORDIC CURRENTS,,CFN4326,,11.3000001907349,4.42000007629395,,pleasure
316011582,1019,AQUILEIA,,,,12.279999732971199,4.019999980926509,,pleasure
316011783,1019,BLUE CS,,CFK9438,,16.8600006103516,4.57000017166138,,pleasure
316011819,1019,HAULBACK,,CFG7350,,9.47999954223633,2.9000000953674303,,pleasure
316012019,1019,TRIGGERFISH,,,,16.3600006103516,4.84000015258789,,pleasure
316012024,1019,DEMELZA II,,CFN5388,,,,,pleasure
316012207,1019,ZULU,,CFN5004,,,,,pleasure
316012214,1019,STARLIGHT EXPRESS,,VG6673,,,,,pleasure
316012251,1019,MAGPIE,,CFN4852,,13.789999961853,4.57000017166138,,pleasure
316012362,1019,NEW LATITUDES,,CFN5269,,12.4099998474121,4.269999980926509,,pleasure
316012751,1019,ATLANTIS,,CFG7454,,21.0499992370605,5.46999979019165,,pleasure
316012887,1019,ARKAYLA,,CFN5430,,16.4599990844727,4.550000190734861,,pleasure
316012948,1019,SEA REACH,,CFN5126,,11.220000267028801,3.4400000572204603,,pleasure
316013204,1019,ALTERNATIVE,,CFN5189,,,,,pleasure
316013809,1019,MEPHISTO,,,,9.02000045776367,3.1800000667572004,,pleasure
316013825,1019,SARAH JEAN II,,CFK9068,,,,,pleasure
316014584,1019,JACK SIMPSON,,CFB7746,,,,,pleasure
316014613,1019,WHALER 7,,,,,,,pleasure
316014631,1019,BLUE PETER,,,,,,,pleasure
316014787,1019,RAVEN,,,,,,,pleasure
316014861,1019,SNOW GOOSE,,,,,,,pleasure
316014919,1019,LYLA III,,CFK9071,,11.25,4.05999994277954,,pleasure
316015058,1019,THE OTHER OFFICE,,VG2831,,,,,pleasure
316015126,1019,COASTAL WATCH,,,,,,,pleasure
316015438,1019,PAPILLON,,CFN6365,,,,,pleasure
316015562,1019,TERRATIMA,,VA7KLV,,14.8999996185303,4.30000019073486,,pleasure
316015688,1019,PAPALANI,,CFK9234,,,,,pleasure
316015964,1019,WHISTLER V,,CFK9286,,11.4300003051758,3.1300001144409197,,pleasure
316016009,1019,PEPPERMINT PATTY,,,,12.0,3.95000004768372,,pleasure
316016066,1019,SKOOKUM,,,,,,,pleasure
316016314,1019,SPRINGER,,CFK9355,,,,,pleasure
316016342,1019,COASTAL MESSENGER,,CFL9726,,14.9399995803833,4.48999977111816,,pleasure
316016464,1019,ARBUTUS BEACH,,,,12.8999996185303,3.75,,pleasure
316016477,1019,ISLAND SPIRIT IV,,,,13.1000003814697,3.8099999427795397,,pleasure
316016569,1019,SEA PAL,,,,,,,pleasure
316016693,1019,EMELYN,,,,10.3599996566772,,,pleasure
316016864,1019,HOBO II,,CFK9464,,,,,pleasure
316017058,1019,CHANTEY,,CFK9501,,,,,pleasure
316017604,1019,OLIM IV,,CFK9604,,,,,pleasure
316018038,1019,CIAO,,,,13.5,4.82000017166138,,pleasure
316018117,1019,MI TAI TAI,,,,23.010000228881804,6.099999904632571,2.5,pleasure
316018385,1019,SOJOURN I,,,,,,,pleasure
316018469,1019,SINGLE MALT I,,,,,,,pleasure
316018486,1019,WADE N' SEA,,,,13.880000114440902,4.25,,pleasure
316018495,1019,BESSOFEN,,,,,,,pleasure
316018501,1019,TURNAGAIN,,CFN6483,,15.0900001525879,4.5,,pleasure
316018697,1019,IRIDIUM,,CFN5511,,14.539999961853,3.77999997138977,,pleasure
316018756,1019,OCEAN ADELE,,,,18.75,5.380000114440921,2.59999990463257,pleasure
316018757,1019,RAINMAN,,,,,,,pleasure
316018798,1019,ALLBANACH,,,,,,,pleasure
316019069,1019,MYSTERY STAR,,,,,,,pleasure
316019214,1019,DOMINATRIX,,,,,,,pleasure
316019542,1019,HALO I,,CFN5591,,19.2000007629395,5.32999992370605,,pleasure
316019802,1019,JANUS,,CFK9598,,23.0900001525879,6.17999982833862,,pleasure
316019969,1019,PT MCNEILL EXPLORER,,,,,,,pleasure
316020002,1019,DOLCE FAR NIENTE,,CFK9784,,,,,pleasure
316020094,1019,ARNITTA,,CFN5704,,24.350000381469698,6.110000133514401,,pleasure
316020183,1019,SAND DOLLAR,,,,,,,pleasure
316020326,1019,QI,,,,,,,pleasure
316020615,1019,INNESFREE,,,,,,,pleasure
316020947,1019,CALYPSO,,,,,,,pleasure
316021257,1019,SEA SHELL,,,,,,,pleasure
316022155,1019,VOYAGEUR 10.10,,CFN6080,,13.720000267028801,4.21000003814697,,pleasure
316023544,1019,ETHEL FAYE,,,,13.020000457763699,4.269999980926509,,pleasure
316023545,1019,PHANTOM OF THE SEA,,CFN6329,,17.5300006866455,5.26000022888184,,pleasure
316023838,1019,DAVY'S LOCKER III,,,,14.6000003814697,4.36999988555908,,pleasure
316023929,1019,TINKER TOY 2,,CFN6382,,13.1800003051758,4.57000017166138,,pleasure
316023967,1019,PRIVATE AFFAIR,,,,15.539999961853,4.21000003814697,,pleasure
316024098,1019,LONGBOARD,,,,10.8999996185303,3.4300000667572004,,pleasure
316024108,1019,SYNERGY 2,,,,10.520000457763699,3.45000004768372,,pleasure
316024277,1019,KINDHEART,,CFN6443,,,,,pleasure
316024776,1019,LEGACY,,,,12.25,,,pleasure
316024941,1019,STRING THEORY,,CFN6551,,14.8000001907349,4.5,,pleasure
316025229,1019,SEA CHALET,,,,18.0,,,pleasure
316025398,1019,ALEGRIA X,,,,13.6000003814697,4.30000019073486,,pleasure
316025611,1019,MISS MOLLY,,CFK5118,,12.9499998092651,4.42000007629395,,pleasure
316025834,1019,SNOW LEOPARD,,,,12.979999542236301,7.25,,pleasure
316025921,1019,HEADSTRONG II,,,,14.779999732971199,4.88000011444092,,pleasure
316026151,1019,BRISHEN,,CFK5039,,14.8999996185303,4.3600001335144,,pleasure
316026158,1019,ANNALISE II,,CFK5064,,14.1700000762939,4.550000190734861,,pleasure
316026168,1019,SEA BADGER,,,,13.2600002288818,4.699999809265139,,pleasure
316026225,1019,ARCTIC CHARM,,,,18.2600002288818,5.23999977111816,,pleasure
316026268,1019,RAVEN DANCER,,,,13.640000343322802,4.88000011444092,,pleasure
316026278,1019,ARGYLE,,CFK5069,,10.210000038147,2.92000007629395,,pleasure
316026367,1019,COAST PILOT,,,,14.720000267028801,5.11999988555908,,pleasure
316026565,1019,LOLANI,,,,17.370000839233402,5.09999990463257,,pleasure
316026653,1019,ALLANTE,,CFK5058,,25.8600006103516,5.78999996185303,,pleasure
316026765,1019,VIAGGIO,,,,13.869999885559098,4.53999996185303,,pleasure
316026937,1019,SEA TREASURE,,,,13.109999656677198,4.32000017166138,,pleasure
316027072,1019,UNIT 293,,,,17.25,5.44000005722046,,pleasure
316027206,1019,MAGIC HOUR,,,,13.119999885559098,4.30999994277954,,pleasure
316028574,1019,R SEQUEL,,,,17.6800003051758,5.199999809265139,,pleasure
316028652,1019,NEW FRONTIER,,,,19.0799999237061,5.900000095367429,1.39999997615814,pleasure
316030657,1019,SEAHAM,,,0.0,11.3999996185303,3.72000002861023,1.70000004768372,pleasure
316030953,1019,YOLO,,,,14.5500001907349,4.699999809265139,,pleasure
316031046,1019,BLACK MAGIC,,,,7.7399997711181605,2.7699999809265097,,pleasure
316033546,1019,A GREAT ESCAPE,,,37.0,23.9300003051758,6.71000003814697,3.20000004768372,pleasure
316033814,1019,SEASPAN RELIANT,IMO9764233,CFEB,,,,,pleasure
316034138,1019,WILDEST DREAM,,CFEE,,13.869999885559098,,,pleasure
316034154,1019,BELLA VITA III,,VG3245,,17.6800003051758,5.199999809265139,,pleasure
316097000,1019,HOTEI,IMO8663858,VG6764,,34.0200004577637,7.32000017166138,,pleasure
316178000,1019,MANDALA V,,CFK5068,,15.4499998092651,4.699999809265139,,pleasure
316197000,1019,SARONA II,,,,13.720000267028801,4.46999979019165,,pleasure
319009500,1019,MEA CULPA,IMO8736253,ZCYS5,,39.6199989318848,8.14000034332275,,pleasure
319015200,1019,CRYSTAL SPIRIT I,,ZCMM3,,,,,pleasure
319037600,1019,TAKE 5,,ZGBU8,,23.6200008392334,,,pleasure
319086500,1019,HALO,IMO1012775,ZGFD6,,57.470001220703104,,,pleasure
319091100,1019,PLVS VLTRA,IMO9600683,ZGFL3,,73.5,,,pleasure
319100700,1019,AMMONITE,,ZGFX5,37.0,,,,pleasure
319107100,1019,CV-9,IMO8988870,ZGGD5,,40.0,7.92000007629395,,pleasure
319121100,1019,ENDLESS SUMMER,IMO9727948,2GEM2,,,,,pleasure
319264000,1019,CALEX,IMO9636814,ZGCT4,,49.939998626709006,9.3100004196167,,pleasure
319266000,1019,ASAHI,IMO9547635,ZGBG5,37.0,55.9000015258789,11.520000457763699,4,pleasure
319368000,1019,INVADER,IMO1006520,ZCSL2,,49.9000015258789,9.5,2.20000004768372,pleasure
319393000,1019,ITASCA,IMO1002055,ZGHI,,53.9799995422363,10.4700002670288,,pleasure
319421000,1019,ATTESSA,IMO1006099,ZCRH2,,68.5800018310547,11.289999961853,,pleasure
319664000,1019,IMPROMPTU,,ZCOM2,,,,,pleasure
319751000,1019,PURE BLISS,IMO9462160,ZCXP7,37.0,36.5999984741211,7.860000133514401,2.20000004768372,pleasure
338000313,1019,NOOSACAT,,,,10.0,,,pleasure
338000934,1019,GRAND CRU,,,,11.220000267028801,3.9000000953674303,,pleasure
338003759,1019,BOLERO,,,,16.0300006866455,,,pleasure
338004103,1019,JOYRIDE,,,,,,,pleasure
338010597,1019,TIRELESS,,,,15.390000343322802,,,pleasure
338011145,1019,VICTORIA,,,,12.9499998092651,,,pleasure
338014832,1019,WINDANCER,,,,14.140000343322802,,,pleasure
338020675,1019,SEA MONKEY,,,,10.3599996566772,,,pleasure
338023555,1019,MORNING LIGHT,,,,11.029999732971199,,,pleasure
338024000,1019,ANTARES TOO,,WDI7309,,,,,pleasure
338029196,1019,HOLGER DANSKE,,,,12.7399997711182,4.19999980926514,,pleasure
338029895,1019,LADY M,,,,23.7700004577637,,,pleasure
338032758,1019,MISCHIEF,,,,16.6100006103516,5.199999809265139,,pleasure
338033155,1019,ANA LUISA,,,,16.9500007629395,,,pleasure
338034613,1019,OSPREY,,,,12.710000038147,4.0,,pleasure
338034863,1019,TRAVELING STAR,,,,12.9499998092651,4.099999904632569,,pleasure
338034962,1019,WINDWALKER,,,,10.970000267028801,,,pleasure
338035519,1019,TUXEDO KITTY,,,,13.1700000762939,,,pleasure
338036112,1019,SALT PATROL,,,,7.92000007629395,,,pleasure
338036946,1019,THE WRIGHT CHOICE,,,,,,,pleasure
338037004,1019,ELYSIUM,,,,12.7399997711182,,,pleasure
338039354,1019,ODIN,,,,7.92000007629395,,,pleasure
338039821,1019,JIGMASTER,,,,6.92000007629395,,,pleasure
338040075,1019,CAPE RUNNER,,,,9.30000019073486,3.20000004768372,,pleasure
338040331,1019,MADE EASY,,,,12.7399997711182,,,pleasure
338040707,1019,PASSAGE,,,,12.1599998474121,,,pleasure
338041746,1019,DISCOVERY,,,,12.8000001907349,,,pleasure
338044878,1019,GRECIAN FORMULA,,,,9.14000034332275,,,pleasure
338048493,1019,CASCADIA,,,,12.8000001907349,,,pleasure
338048747,1019,SEAN SHIPCO,,,,15.8500003814697,4.40000009536743,,pleasure
338050101,1019,PLUS SIXTEEN,,,,9.10999965667725,,,pleasure
338051002,1019,THREE JEANS,,,,11.9499998092651,3.9000000953674303,,pleasure
338051528,1019,PRIME MOVER,,,,14.4200000762939,4.5,,pleasure
338052862,1019,ALL AMERICAN DIVER,,,,10.210000038147,,,pleasure
338053369,1019,RED RAZOR,,,,15.2399997711182,,,pleasure
338053931,1019,MAS TIEMPO,,,,9.14000034332275,,,pleasure
338054842,1019,WATER DOG,,,,17.6800003051758,5.599999904632571,,pleasure
338055655,1019,FIZZGIG II,,,,10.520000457763699,,,pleasure
338056586,1019,ADMIRALTY,,,,12.5,,,pleasure
338056923,1019,EPIPHANY,,,,21.489999771118196,6.099999904632571,,pleasure
338057864,1019,TONIC,,,,11.5799999237061,4.099999904632569,,pleasure
338057943,1019,ALBECK II,,,,12.369999885559098,3.70000004768372,,pleasure
338058482,1019,ELIZABETH ANN,,,,,,,pleasure
338059157,1019,ARDREEN,,,,18.8099994659424,5.699999809265139,,pleasure
338065031,1019,WAYWARD SON,,,,15.2399997711182,4.800000190734861,,pleasure
338066598,1019,WINDY-I,,,,17.7399997711182,5.5,,pleasure
338067161,1019,DAUPHINE,,,,,,,pleasure
338067937,1019,SONSHINE,,,,11.859999656677198,,,pleasure
338068348,1019,OUR GIG,,,,13.8100004196167,4.5,,pleasure
338068893,1019,TILLIGO,,,,10.9099998474121,3.4000000953674303,,pleasure
338068956,1019,ADVENTURE,,,,13.8100004196167,,,pleasure
338070033,1019,DELFINI,,,,10.6700000762939,,,pleasure
338070452,1019,SCOUT,,,,,,,pleasure
338070501,1019,SILENT MAID,,,,10.0600004196167,3.79999995231628,,pleasure
338070732,1019,PELICAN,,,,9.85000038146973,,,pleasure
338071235,1019,BEAVER,,,,9.14000034332275,,,pleasure
338071846,1019,TWIST,,,,12.220000267028801,,,pleasure
338071929,1019,ULTRANAUT,,,,7.619999885559079,,,pleasure
338071957,1019,OCEAN JEWEL,,,,15.2399997711182,4.699999809265139,,pleasure
338072177,1019,JENNELLE,,,,15.1800003051758,,,pleasure
338072235,1019,SANDPIPER,,,,,,,pleasure
338072906,1019,ANGELINA ROSE,,,,11.0600004196167,,,pleasure
338073191,1019,THOR,,,,,,,pleasure
338073311,1019,BIG SKY,,,,,,,pleasure
338073462,1019,SULA,,,,18.0400009155273,4.699999809265139,,pleasure
338073682,1019,FOG HORN,,,,12.3400001525879,,,pleasure
338074723,1019,DOUBLE EXPOSURE,,,,17.6800003051758,,,pleasure
338075341,1019,MY OUTLET,,,,16.8899993896484,4.59999990463257,,pleasure
338075692,1019,MARINER GAL,,,,13.2600002288818,,,pleasure
338076543,1019,IDA MAE,,,,11.1599998474121,,,pleasure
338076711,1019,JOLLY MON,,,,8.52999973297119,,,pleasure
338077392,1019,SECRET BEACH,,,,10.489999771118198,,,pleasure
338077786,1019,EXPLORER IV,,,,17.370000839233402,5.550000190734861,,pleasure
338079718,1019,BENEVOLENCE,,,,18.7099990844727,5.5,,pleasure
338079816,1019,LOOSE CABOOSE,,,,10.970000267028801,3.70000004768372,,pleasure
338083239,1019,CHALLENGER,,,,28.9599990844727,,,pleasure
338084618,1019,KABUNZA,,,,11.130000114440902,,,pleasure
338085295,1019,QUO VADIS,,,,10.3599996566772,,,pleasure
338085748,1019,DOLCE VITA,,ZCYC6,37.0,,,,pleasure
338086034,1019,BLUE EAGLE,,,,12.710000038147,,,pleasure
338086128,1019,M & M,,,,11.220000267028801,3.9000000953674303,,pleasure
338087266,1019,ESCAPE 2,,,,,,,pleasure
338087315,1019,VITESSE,,,,14.479999542236301,,,pleasure
338087575,1019,ALASKA J,,,,,,,pleasure
338087581,1019,POUR LES FILLES,,,,11.8000001907349,3.9000000953674303,,pleasure
338087778,1019,W L STEWART III,,,,9.72000026702881,3.5,,pleasure
338087783,1019,CRESSEY,,,,,,,pleasure
338087784,1019,S BARROWS,,,,,,,pleasure
338087785,1019,LEON DE FREMERY,,,,,,,pleasure
338088191,1019,C# MINOR,,,,10.0900001525879,,,pleasure
338090033,1019,JOEY,,,,5.32999992370605,,,pleasure
338090147,1019,KEMIRA,,,,14.9399995803833,4.30000019073486,,pleasure
338090834,1019,SEDNA,,,,,,,pleasure
338091365,1019,CETACEA,,,,12.5,4.30000019073486,,pleasure
338092614,1019,STAR,,,,13.960000038147,4.5,,pleasure
338092719,1019,FEELIN NAUTI,,,,17.9500007629395,5.5,,pleasure
338093182,1019,CAPRICORNE,,,,,,,pleasure
338094155,1019,SENOR BLUES,,,,9.44999980926514,,,pleasure
338094303,1019,DELTA DANCER,,,,11.279999732971199,4.0,,pleasure
338094329,1019,BELLATRIX,,,,13.720000267028801,,,pleasure
338094628,1019,AVENUE A,,,,12.0100002288818,4.19999980926514,,pleasure
338094647,1019,DREAMTIME,,,,,,,pleasure
338094952,1019,TUG TIME,,,,8.86999988555908,3.0,,pleasure
338095568,1019,CF1914VB,,,,8.52999973297119,,,pleasure
338095793,1019,MARE AMANTE,,,,13.9899997711182,4.5,,pleasure
338096487,1019,BELLA NOTTE,,,,8.22999954223633,,,pleasure
338096696,1019,HAVEN,,,,16.4599990844727,4.699999809265139,,pleasure
338096706,1019,SPECTRUM,,,,10.0600004196167,3.79999995231628,,pleasure
338097052,1019,MELROSE,,,,16.6100006103516,,,pleasure
338097053,1019,SILVER FLIGHT,,,,11.729999542236301,4.19999980926514,,pleasure
338097119,1019,NAUTI-BOY,,,,,,,pleasure
338097168,1019,TIME TO RELAX,,,,15.359999656677198,4.699999809265139,,pleasure
338097195,1019,SPIRIT OF FREEDOM,,,,12.5,3.9000000953674303,,pleasure
338097196,1019,NORTHERN LIGHT,,,,10.6700000762939,,,pleasure
338097258,1019,HANK,,,,14.020000457763699,4.5,,pleasure
338097359,1019,SUZSEA,,,,12.8000001907349,4.40000009536743,,pleasure
338097395,1019,GOLDEN EAGLE,,,,,,,pleasure
338097656,1019,SAINT CAROL,,,,19.7800006866455,5.300000190734861,,pleasure
338097908,1019,HOOKED,,,,,,,pleasure
338097978,1019,TERRY ELLEN,,,,14.6899995803833,,,pleasure
338097999,1019,FIRST CRUSH,,,,12.7399997711182,4.19999980926514,,pleasure
338098107,1019,C-GNOME,,,,,,,pleasure
338098191,1019,EXCALIBUR,,,,16.4599990844727,4.59999990463257,,pleasure
338098663,1019,PAPA LOCO,,,,,,,pleasure
338099486,1019,RENEWAL,,,,15.6700000762939,4.59999990463257,,pleasure
338099563,1019,SEA BUGGY,,,,11.279999732971199,,,pleasure
338099564,1019,WINGS,,,,12.279999732971199,4.0,,pleasure
338099596,1019,CHINOOK,,,,14.8400001525879,,,pleasure
338099886,1019,WAKADUI,,,,15.0900001525879,4.5,,pleasure
338100349,1019,LOUISA ANN,,,,11.4899997711182,3.9000000953674303,,pleasure
338100665,1019,HAVE PATIENCE,,,,17.0699996948242,4.59999990463257,,pleasure
338100905,1019,CRACKERS,,,,12.1599998474121,4.19999980926514,,pleasure
338101508,1019,ILLUMINE,,,,12.8299999237061,4.19999980926514,,pleasure
338101623,1019,CLYDESDALE,,,,12.1899995803833,,,pleasure
338101636,1019,BLUE HIGHWAYS,,,,,,,pleasure
338101926,1019,ENGELENBAK,,,,18.8999996185303,5.599999904632571,,pleasure
338102043,1019,SWEET SPOT,,,,13.779999732971199,4.30000019073486,,pleasure
338102142,1019,WATERMARK,,,,17.8600006103516,5.5,,pleasure
338102201,1019,ORCA STAR,,,,13.1999998092651,4.19999980926514,,pleasure
338102368,1019,SHARED DREAM,,,,8.86999988555908,3.0,,pleasure
338102452,1019,SECOND HOME,,,,15.029999732971199,4.59999990463257,,pleasure
338102534,1019,OVERBOARD,,,,,,,pleasure
338102682,1019,STAR,,,,,,,pleasure
338102923,1019,EAGLE'S FLIGHT,,,,13.8100004196167,,,pleasure
338102947,1019,JAWS,,,,9.72000026702881,3.5,,pleasure
338103012,1019,PEGASUS,,,,11.5799999237061,,,pleasure
338103442,1019,FLYIN LOW,,,,17.2199993133545,5.199999809265139,,pleasure
338103583,1019,HELVICK,,,,,,,pleasure
338103699,1019,DARIUS,,,,10.4499998092651,,,pleasure
338103763,1019,ARCTIC TERN,,,,13.109999656677198,3.79999995231628,,pleasure
338104306,1019,SEA 2 SKY,,,,11.25,,,pleasure
338104331,1019,SANTOSHA,,,,10.520000457763699,,,pleasure
338104753,1019,STEEL-N-TIME,,,,,,,pleasure
338104962,1019,SPRINGTIME,,,,15.2399997711182,4.90000009536743,,pleasure
338105062,1019,FANSEA,,,,10.0600004196167,,,pleasure
338105147,1019,6TH ELEMENT,,,,,,,pleasure
338105469,1019,BITE ME,,,,,,,pleasure
338105526,1019,SANTA MARIA,,,,,,,pleasure
338106307,1019,MID KNIGHT,,,,,,,pleasure
338107094,1019,PURA VIDA,,,,14.2600002288818,4.30000019073486,,pleasure
338107228,1019,PARTY OF FIVE,,,,10.210000038147,3.5,,pleasure
338107293,1019,BRAVE DUCK,,,,11.279999732971199,4.0,,pleasure
338107526,1019,BLUE EYES,,,,10.6400003433228,,,pleasure
338107648,1019,PORTO BELLA,,,,12.0100002288818,4.19999980926514,,pleasure
338107842,1019,GREAT AUK,,,,9.75,,,pleasure
338107857,1019,QUEST,,,,22.9500007629395,6.800000190734861,,pleasure
338108205,1019,THE FLYING PENGUIN,,,,11.3400001525879,,,pleasure
338108395,1019,AT EASE,,,,13.75,,,pleasure
338108413,1019,NEBBIA,,,,,,,pleasure
338108664,1019,BRAVISSIMO,,,,18.2900009155273,5.300000190734861,,pleasure
338108706,1019,AT LAST,,,,14.390000343322802,,,pleasure
338108909,1019,SEIZE THE BAY,,,,,,,pleasure
338108941,1019,BLACK GRIFFON,,,,12.4099998474121,3.4000000953674303,,pleasure
338108984,1019,VANISHING ACT,,,,,,,pleasure
338109144,1019,SHENANDOAH,,,,,,,pleasure
338109168,1019,AIDEMARIA,,,,,,,pleasure
338109181,1019,VENTURE,,,,,,,pleasure
338109268,1019,SLOW DANCING,,,,10.0600004196167,3.20000004768372,,pleasure
338109287,1019,GRACE,,,,,,,pleasure
338109635,1019,BLUE DOLPHIN,,,,,,,pleasure
338109674,1019,SPLASH DANCE,,,,,,,pleasure
338109683,1019,RED BIRD,,,,,,,pleasure
338109968,1019,SEASONS,,,,16.6100006103516,4.59999990463257,,pleasure
338115054,1019,ANASAZI,,,,,,,pleasure
338115264,1019,MARGAUX,,,,11.5799999237061,,,pleasure
338115316,1019,STOUT,,,,10.489999771118198,,,pleasure
338115506,1019,DOUBLE EAGLE,,,,16.1499996185303,4.59999990463257,,pleasure
338115576,1019,HASWELL,,,,10.520000457763699,,,pleasure
338115718,1019,PANAMA RED,,,,,,,pleasure
338115721,1019,ENGLISH ROSE,,,,12.5,,,pleasure
338115855,1019,SYDNEY MARIE,,,,15.6999998092651,5.09999990463257,,pleasure
338115939,1019,MERMAID HUNTER,,,,11.4899997711182,,,pleasure
338115994,1019,TOP HAT,,,,15.390000343322802,,,pleasure
338116159,1019,MARY E,,,,18.6200008392334,5.300000190734861,,pleasure
338116318,1019,WHITE PELICAN,,,,15.3000001907349,4.40000009536743,,pleasure
338116665,1019,NEVERLAND,,,,11.279999732971199,,,pleasure
338117205,1019,ANDIAMO,,,,12.3400001525879,4.099999904632569,,pleasure
338117387,1019,ECHO JULIET,,,,10.9099998474121,3.70000004768372,,pleasure
338117512,1019,SPEAKEASY,,,,19.659999847412102,,,pleasure
338117604,1019,SEVERANCE,,,,14.359999656677198,,,pleasure
338117718,1019,PUNK DOLPHIN,,,,11.890000343322802,3.5,,pleasure
338118093,1019,SEA SEA RIDER,,,,11.6999998092651,,,pleasure
338119204,1019,STRAIT SHOT,,,,14.9399995803833,,,pleasure
338119281,1019,THIS'LL DO,,,,14.4200000762939,,,pleasure
338120116,1019,MISS AMY,,,,12.1899995803833,,,pleasure
338120132,1019,BLACK PEARL,,,,14.3299999237061,,,pleasure
338120189,1019,KAMA HELE KAI,,,,,,,pleasure
338120418,1019,SALTY,,,,9.079999923706051,,,pleasure
338120577,1019,MORNING MIST,,,,,,,pleasure
338120942,1019,WATERFALL,,,,15.2399997711182,,,pleasure
338121165,1019,JABEC,,,,8.26000022888184,,,pleasure
338121671,1019,CALLIOPE,,,,12.3400001525879,,,pleasure
338121771,1019,CALYPSO,,,,12.5,4.0,,pleasure
338121858,1019,GRAND ENOUGH,,,,9.72000026702881,,,pleasure
338122211,1019,GRATITUDE,,,,18.6200008392334,5.300000190734861,,pleasure
338122401,1019,CIPANGU,,,,10.6099996566772,3.70000004768372,,pleasure
338122532,1019,T/T C4,,,,,,,pleasure
338122759,1019,THE HAPPY BOAT,,,,22.8600006103516,,,pleasure
338123884,1019,SUN ODYSSEY 45,,,,13.75,4.40000009536743,,pleasure
338124103,1019,FIRST LIGHT,,,,,,,pleasure
338124626,1019,JUS' ROCKIN',,,,11.0900001525879,,,pleasure
338124707,1019,WINDCATCHER,,,,11.0,3.4000000953674303,,pleasure
338124887,1019,AUDACIOUS,,,,,,,pleasure
338125067,1019,RUM LASS,,,,13.109999656677198,,,pleasure
338125342,1019,MUSSEL POINT,,,,,,,pleasure
338125642,1019,KODIAK,,,,20.729999542236303,,,pleasure
